,links
99,http://aajtak.intoday.in/gallery/4th-test-day-2-nathan-lyon-leaves-india-in-a-spin-leading-by-just-four-1-5148.html
100,http://aajtak.intoday.in/gallery/south-africa-becomes-no-1-test-team-1-3932.html
101,http://aajtak.intoday.in/gallery/personal-unseen-photos-of-india-one-day-captain-mahendra-singh-dhoni-1-8977.html
102,http://aajtak.intoday.in/gallery/photos-adelaide-test-day-4-aaron-and-warner-get-caught-in-a-war-of-words-1-7949.html
103,http://aajtak.intoday.in/gallery/t20-india-vs-pakistan-match-photos-1-4656.html
104,http://aajtak.intoday.in/gallery/Kohli-shines-on-Day-2-in-Bangalore-1-3996.html
105,http://aajtak.intoday.in/gallery/mumbai-indians-won-the-match-by-six-wickets-agianst-royal-challengers-bangalore-in-wankhede-stadium-mumbai-1-10135.html
106,http://aajtak.intoday.in/gallery/pune-beat-rajasthan-by-7-wickets-1-5236.html
107,http://aajtak.intoday.in/gallery/profile-gallery-of-former-india-captain-dilip-vengsarkar-1-7778.html
108,http://aajtak.intoday.in/gallery/world-bodybuilding-and-physique-sports-championship-mumbai-1-8064.html
109,http://aajtak.intoday.in/gallery/team-india-beat-australia-in-second-t20-to-win-the-series-1-9739.html
110,http://aajtak.intoday.in/gallery/history-of-pakistan-vs-india-matches-in-icc-cricket-world-cup-so-far-in-photos-1-8274.html
111,http://aajtak.intoday.in/gallery/seven-less-known-fact-about-lance-klusener-on-his-birthday-1-9173.html
112,http://aajtak.intoday.in/gallery/india-wins-series-inches-towards-becoming-no-1-1-3820.html
113,http://aajtak.intoday.in/gallery/mumbai-indians-beat-rajasthan-royals-by-four-wickets-1-5404.html
114,http://aajtak.intoday.in/gallery/10-world-cup-cricketers-who-charmed-us-with-their-looks-1-8184.html
115,http://aajtak.intoday.in/gallery/why-sachin-can-play-for-7-more-years-india-today-1-4926.html
116,http://aajtak.intoday.in/gallery/top-10-most-successful-wwe-divas-1-8105.html
117,http://aajtak.intoday.in/gallery/virat-kohli-icc-odi-player-of-the-year-1-4079.html
118,http://aajtak.intoday.in/gallery/ms-dhoni-shares-new-adorable-photos-of-daughter-ziva-1-8743.html
119,http://aajtak.intoday.in/gallery/world-number-1-sania-mirza-s-dabang-look-1-8532.html
120,http://aajtak.intoday.in/gallery/profile-of-ravindra-jadeja-1-7745.html
121,http://aajtak.intoday.in/gallery/a-dream-come-true-for-afghan-boy-murtaza-as-he-finally-wear-lionel-messi-jersey-1-9777.html
122,http://aajtak.intoday.in/gallery/batsman-with-most-duck-in-ipl--1-8618.html
123,http://aajtak.intoday.in/gallery/jadeja-steals-another-win-for-chennai-1-5270.html
124,http://aajtak.intoday.in/gallery/icc-cricket-world-cup-india-vs-pakistan-match-photos-1-8282.html
125,http://aajtak.intoday.in/gallery/kolkata-knight-riders-beat-delhi-daredevils-to-win-ipl-opener-1-5196.html
126,http://aajtak.intoday.in/gallery/photos-champions-trophy-2013-india-vs-south-africa-1-5434.html
127,http://aajtak.intoday.in/gallery/pictures-of-sydney-fourth-test-day-three-between-india-and-australia-1-8107.html
128,http://aajtak.intoday.in/gallery/icc-awards-2012-winners-1-4084.html
129,http://aajtak.intoday.in/gallery/asian-games-2014-beach-volleyball-and-swimming-beauties-in-south-korea-1-7349.html
130,http://aajtak.intoday.in/gallery/sabina-altynbekova-the-girl-branded-too-good-looking-for-volleyball-1-7088.html
131,http://aajtak.intoday.in/gallery/meet-indias-emerging-star-stuart-binnys-pretty-and-talented-wife-mayanti-langer-1-6913.html
132,http://aajtak.intoday.in/gallery/Against-Pak-do-or-die-match-for-India-1-4143.html
133,http://aajtak.intoday.in/gallery/celebs-are-owning-the-game-1-7604.html
134,http://aajtak.intoday.in/gallery/3rd-test-india-v-australia-at-mohali-1-5114.html
135,http://aajtak.intoday.in/gallery/india-beat-pakistan-by-10-runs-in-third-odi-1-4721.html
136,http://aajtak.intoday.in/gallery/cricketer-dinesh-karthik-gets-engaged-to-squash-ace-deepika-pallikal-1-6080.html
137,http://aajtak.intoday.in/gallery/hockey-player-manpreet-singh-to-tie-knot-with-pakistani-girlfriend-illi-najwa-1-6809.html
138,http://aajtak.intoday.in/gallery/india-beat-australia-by-an-innings-in-the-second-test-in-hyderabad-1-5027.html
139,http://aajtak.intoday.in/gallery/team-india-underwent-extensive-practice-before-kolkata-odi-1-4689.html
140,http://aajtak.intoday.in/gallery/rajasthan-royals-stun-delhi-daredevils-in-a-thrilling-t-20-clash-1-5209.html
141,http://aajtak.intoday.in/gallery/pune-rising-supergiants-beats-mumbai-indians-in-first-ipl-9-match-at-wankhede-1-10079.html
142,http://aajtak.intoday.in/gallery/photos-of-malaysia-gymnast-farah-1-8761.html
143,http://aajtak.intoday.in/gallery/chennai-odi-pakistan-won-by-6-wickets-1-4681.html
144,http://aajtak.intoday.in/gallery/2nd-test-mumbai-cheteshwar-pujara-notches-up-back-to-back-test-tons-against-england-1-4473.html
145,http://aajtak.intoday.in/gallery/team-india-won-by-35-runs-in-fourth-odi-at-chennai-1-9354.html
146,http://aajtak.intoday.in/gallery/photos-england-beat-australia-in-third-test-of-the-ashes-series-1-9015.html
147,http://aajtak.intoday.in/gallery/photos-adelaide-test-day-2-michael-clarke-and-steven-smith-hit-century-1-7931.html
148,http://aajtak.intoday.in/gallery/bizzare-famous-interesting-records-in-cricket-1-8720.html
149,http://aajtak.intoday.in/gallery/australia-wins-world-cup-2015-after-beating-new-zealand-in-finals-1-8436.html
150,http://aajtak.intoday.in/gallery/cricketers-turned-actors-1-8357.html
151,http://aajtak.intoday.in/gallery/chris-gayle-celebrates-ipl-century-by-mimicking-cristiano-ronaldos-trademark-celebration-1-8611.html
152,http://aajtak.intoday.in/gallery/india-beat-pakistan-end-16-year-wait-for-asian-games-hockey-gold-1-7455.html
153,http://aajtak.intoday.in/gallery/fifa-world-cup-france-vs-honduras-in-pics-1-6889.html
154,http://aajtak.intoday.in/gallery/photos-adelaide-test-day-3-virat-kohli-hits-century-1-7939.html
155,http://aajtak.intoday.in/gallery/jagmohan-dalmiyas-mortal-remains-consigned-to-flames-in-kolkata-1-9240.html
156,http://aajtak.intoday.in/gallery/team-india-played-soccer-before-second-t20-cricket-match-at-cuttack-1-9293.html
157,http://aajtak.intoday.in/gallery/unseen-pictures-of-jwala-gutta...-1-6332.html
158,http://aajtak.intoday.in/gallery/bangladesh-bowler-mustafizur-rahman-1-8802.html
159,http://aajtak.intoday.in/gallery/kkr-crowned-champions-of-ipl-7-1-6808.html
160,http://aajtak.intoday.in/gallery/rajasthan-beat-kolkata-by-19-runs-to-record-second-victory-1-5220.html
161,http://aajtak.intoday.in/gallery/india-vs-pakistan-practice-session-before-t20-match-1-6524.html
162,http://aajtak.intoday.in/gallery/India-beat-New-Zealand-in-second-Test-to-clinch-series-2-0-1-4005.html
163,http://aajtak.intoday.in/gallery/T-20-Worldcup:-Pakistan-beat-SA-1-4153.html
164,http://aajtak.intoday.in/gallery/photos-of-violence-in-sri-lanka-vs-pakistan-third-odi--1-8965.html
165,http://aajtak.intoday.in/gallery/wimbledon-in-photos-1-8853.html
166,http://aajtak.intoday.in/gallery/SL-vs-WI-West-Indies-beat-Sri-Lanka-to-win-2012-World-Twenty20-title-1-4209.html
167,http://aajtak.intoday.in/gallery/fifa-wc-2014-germany-vs-portugal-in-pics-1-6899.html
168,http://aajtak.intoday.in/gallery/virat-kohli-buys-new-audi-a8l-luxury-car-worth-rs-1-87-crore-1-9399.html
169,http://aajtak.intoday.in/gallery/fans-create-virtual-india-tour-for-roger-federer-1-7384.html
170,http://aajtak.intoday.in/gallery/india-vs-australia-1st-t20-at-adelaide-india-won-the-match-by-37-runs-1-9723.html
171,http://aajtak.intoday.in/gallery/india-wins-match-and-odi-series-against-england-1-7258.html
172,http://aajtak.intoday.in/gallery/olympians-share-success-mantra-1-4030.html
173,http://aajtak.intoday.in/gallery/bollywood-glitz-takes-over-ipl-2013-opening-ceremony-1-5192.html
174,http://aajtak.intoday.in/gallery/photos-team-india-beat-sri-lanka-by-9-wicket-s-to-win-the-match-and-series-1-9803.html
175,http://aajtak.intoday.in/gallery/blood-and-sweat-here-are-18-sportsmen-with-tattoos-1-8719.html
176,http://aajtak.intoday.in/gallery/sri-lanka-beat-new-zealand-1-4142.html
177,http://aajtak.intoday.in/gallery/euro-2012-1-3629.html
178,http://aajtak.intoday.in/gallery/a-battle-of-cricket-s-lords-sachin-tendulkar-s-team-vs-shane-warne-s-team-1-6980.html
179,http://aajtak.intoday.in/gallery/hyderabad-storm-to-3rd-spot-after-win-over-delhi-1-5335.html
180,http://aajtak.intoday.in/gallery/salaamcricket-will-india-retrain-world-cup-trophy-1-7573.html
181,http://aajtak.intoday.in/gallery/neymar-scores-four-including-hat-trick-to-make-4-0-against-japan-1-7550.html
182,http://aajtak.intoday.in/gallery/fifa-world-cup-2014-iran-vs-nigeria-in-pics-1-6901.html
183,http://aajtak.intoday.in/gallery/zimbabwe-defeated-team-india-by-10-runs-in-second-t20-1-8940.html
184,http://aajtak.intoday.in/gallery/ipl-7-kkr-vs-rr-super-over-in-pics-1-6676.html
185,http://aajtak.intoday.in/gallery/indian-cricketer-shikhar-dhawan-profile-gallery-1-7899.html
186,http://aajtak.intoday.in/gallery/vvs-laxman-1-3909.html
187,http://aajtak.intoday.in/gallery/england-swamps-india-to-take-2-1-lead-1-4567.html
188,http://aajtak.intoday.in/gallery/WI-wins-first-match-of-t-20-worldcup-1-4148.html
189,http://aajtak.intoday.in/gallery/glasgow-2014-commonwealth-games-opening-in-pictures-1-7062.html
190,http://aajtak.intoday.in/gallery/chennai-beat-kolkata-by-14-runs-1-5306.html
191,http://aajtak.intoday.in/gallery/ipl-6-finch-bhuvneshwar-star-as-pune-shock-chennai-by-24-runs-1-5249.html
192,http://aajtak.intoday.in/gallery/captains-courageous--but-dhoni-gets-the-crown-1-5029.html
193,http://aajtak.intoday.in/gallery/mumbai-beats-chennai-by-60-runs--1-5337.html
194,http://aajtak.intoday.in/gallery/MS-Dhoni-signs-two-new-riders-for-his-Superbike-Championship-Team-1-4385.html
195,http://aajtak.intoday.in/gallery/sania-mirza-martina-hingis-advance-to-wimbledon-semis-1-8893.html
196,http://aajtak.intoday.in/gallery/india-wins-series-1-3799.html
197,http://aajtak.intoday.in/gallery/ipl-spot-fixing-case-all-accused-cricketers-sreesanth-ajit-chandela-ankit-chavan-discharged-by-court-1-8975.html
198,http://aajtak.intoday.in/gallery/champions-trophy-team-india-rout-sri-lanka-to-ease-into-finals-1-5469.html
199,http://aajtak.intoday.in/gallery/mumbai-beat-punjab-by-4-runs-1-5310.html
200,http://aajtak.intoday.in/gallery/india-beats-australia-enters-world-t20-semifinal-1-10012.html
201,http://aajtak.intoday.in/gallery/bcci-annual-awards-2012-gavaskar-tendulkar-and-kohli-honoured-1-4465.html
202,http://aajtak.intoday.in/gallery/all-career-records-of-black-cap-captain-brendon-mccullum-1-9842.html
203,http://aajtak.intoday.in/gallery/SA-beat-SL-1-4120.html
204,http://aajtak.intoday.in/gallery/Jubilant-reception-for-U-19-World-Cup-winning-Indian-side-1-3981.html
205,http://aajtak.intoday.in/gallery/superb-dhoni-wins-tri-nation-series-for-india-1-5532.html
206,http://aajtak.intoday.in/gallery/sachins-retirement-plan-1-5974.html
207,http://aajtak.intoday.in/gallery/cook-and-pietersen-put-england-in-control-1-4479.html
208,http://aajtak.intoday.in/gallery/shah-rukh-khan-parties-with-daughter-suhana-and-ipl-team-kkr-1-5336.html
209,http://aajtak.intoday.in/gallery/Vettel-wins-Indian-GP-again;-Force-India-gets-4-points-1-4323.html
210,http://aajtak.intoday.in/gallery/virat-kohli-upset-after-royal-challengers-banglore-missed-to-enter-ipl8-finals-1-8676.html
211,http://aajtak.intoday.in/gallery/germany-vs-denmark-euro-2012-1-3590.html
212,http://aajtak.intoday.in/gallery/indian-cricketers-gives-gaurd-of-honour-to-kumar-sangakkara-who-played-his-last-innings-of-cricket-at-p-sara-oval-colombo-1-9120.html
213,http://aajtak.intoday.in/gallery/ipl-mumbai-beat-chennai-by-23-runs-to-lift-trophy-1-5411.html
214,http://aajtak.intoday.in/gallery/team-india-collapses-against-south-africa-lose-odi-series-1-9359.html
215,http://aajtak.intoday.in/gallery/profile-of-team-india-s-allrounder-yuvraj-singh-1-10005.html
216,http://aajtak.intoday.in/gallery/fifa-world-cup-switzerland-vs-ecuador-in-pics-1-6890.html
217,http://aajtak.intoday.in/gallery/virat-kohli-and-anushka-sharma-spotted-at-the-mumbai-airport-1-8431.html
218,http://aajtak.intoday.in/gallery/photos-colombo-test-third-day-indian-bowlers-did-a-very-good-job--1-9156.html
219,http://aajtak.intoday.in/gallery/team-india-reached-into-final-of-asia-cup-after-defeating-sri-lanka-1-9873.html
220,http://aajtak.intoday.in/gallery/Team-India-beat-Afganistan-1-4103.html
221,http://aajtak.intoday.in/gallery/memorable-knocks-of-world-t-20-history-1-9976.html
222,http://aajtak.intoday.in/gallery/ms-dhoni-the-biker-dazzles-at-buddh-international-circuit-1-7474.html
223,http://aajtak.intoday.in/gallery/england-cricketers-visit-underprivileged-school-children-in-kolkata-1-4518.html
224,http://aajtak.intoday.in/gallery/Indias-victory-in-pictures-1-4169.html
225,http://aajtak.intoday.in/gallery/sachin-tendulkar-leads-mumbai-to-victory-1-5979.html
226,http://aajtak.intoday.in/gallery/cook-pietersens-top-class-knock-in-2nd-test-1-4482.html
227,http://aajtak.intoday.in/gallery/bells-unbeaten-century-guides-england-to-7-wkt-win-over-india-1-4827.html
228,http://aajtak.intoday.in/gallery/dhoni-wanted-to-become-a-soldier-became-cricketer-1-5875.html
229,http://aajtak.intoday.in/gallery/shah-rukh-khan-s-son-abrams-ipl-debut-photos-1-8495.html
230,http://aajtak.intoday.in/gallery/tennis-star-ana-ivanovic-poses-for-glamorous-bella-magazine-photoshoot-1-7510.html
231,http://aajtak.intoday.in/gallery/top-10-greatest-boxers--1-8229.html
232,http://aajtak.intoday.in/gallery/fifa-world-cup-costa-rica-vs-uruguay-in-pics-1-6878.html
233,http://aajtak.intoday.in/gallery/mumbai-test-cheteshwar-pujara-slams-another-ton;-india-224-6-1-4474.html
234,http://aajtak.intoday.in/gallery/pakistani-cricket-team-reached-kolkata-for-world-t20-match-1-9944.html
235,http://aajtak.intoday.in/gallery/pictures-of-sachin-tendulkar-book-playing-it-my-way-unviels-programme-1-7688.html
236,http://aajtak.intoday.in/gallery/fifa-world-cup-argentina-vs-bosnia-in-pics-1-6887.html
237,http://aajtak.intoday.in/gallery/photos-india-today-cicero-survey-who-is-the-greatest-living-sportsperson-in-india-1-8464.html
238,http://aajtak.intoday.in/gallery/photos-president-gives-away-controversy-marred-arjuna-awards-1-7240.html
239,http://aajtak.intoday.in/gallery/south-africa-beat-india-by-18-runs-in-third-odi-1-9341.html
240,http://aajtak.intoday.in/gallery/madness-muse-1-3598.html
241,http://aajtak.intoday.in/gallery/happy-birthday-anil-kumble-1-85.html
242,http://aajtak.intoday.in/gallery/india-beat-west-indies-to-stay-afloat-1-5512.html
243,http://aajtak.intoday.in/gallery/photos-team-india-sir-ravindra-jadeja-profile-gallery-1-7905.html
244,http://aajtak.intoday.in/gallery/virat-kohli-and-company-looks-forward-to-a-tough-series-in-sri-lanka-1-9040.html
245,http://aajtak.intoday.in/gallery/fifa-world-cup-2014-ghana-vs-america-in-pics-1-6900.html
246,http://aajtak.intoday.in/gallery/5-ugliest-india-australia-cricket-moments-1-4918.html
247,http://aajtak.intoday.in/gallery/photos-india-vs-bangladesh-3rd-odi-india-beat-bangladesh-by-77-runs-1-8801.html
248,http://aajtak.intoday.in/gallery/preity-zinta-attracts-attention-during-ipl-8-kings-xi-punjab-versus-rajasthan-royals-match-1-8504.html
249,http://aajtak.intoday.in/gallery/photos-sachin-tendulkar-s-son-arjun-bowls-to-england-players-during-net-session-at-lords-1-8932.html
250,http://aajtak.intoday.in/gallery/hyderabad-beat-gujarat-lions-in-ipl9-at-rajkot-ground-1-10144.html
251,http://aajtak.intoday.in/gallery/ipl-7-mumbai-indians-beat-rajasthan-royals-qualify-for-play-offs-1-6784.html
252,http://aajtak.intoday.in/gallery/hockey-world-league-semi-final-india-vs-pakistan-1-8818.html
253,http://aajtak.intoday.in/gallery/india-begins-preparation-for-davis-cup-1-4067.html
254,http://aajtak.intoday.in/gallery/weird-style-of-bowling-and-batting-in-world-cricket--1-8009.html
255,http://aajtak.intoday.in/gallery/players-to-watch-out-for-in-the-upcoming-ipl-1-8478.html
256,http://aajtak.intoday.in/gallery/netherlands-vs-oman-t20-match-cancel-due-to-heavy-rain-1-9934.html
257,http://aajtak.intoday.in/gallery/team-india-loses-1st-odi-against-australia-in-perth-by-five-wickets-1-9672.html
258,http://aajtak.intoday.in/gallery/punjab-beat-pune-by-seven-wkts-in-nail-biting-finish-1-5277.html
259,http://aajtak.intoday.in/gallery/hyderabad-beats-delhi-in-t-20-legue-6-1-5240.html
260,http://aajtak.intoday.in/gallery/icc-2015-cricket-world-cup-opening-ceremony-1-8270.html
261,http://aajtak.intoday.in/gallery/sri-lankan-players-and-galle-gives-emotional-farewell-to-kumar-sangakkara-on-his-retirement-from-cricket-1-9090.html
262,http://aajtak.intoday.in/gallery/team-india-beat-uae-by-nine-wicket-s-in-asia-cup-t20-2016-match-1-9888.html
